﻿NAME,TYPE EN,SUBTYPE EN,BLOCK,POINT_X_Longitude,POINT_Y_Latitude,location
DAIRY QUEEN,RESTAURANTS,FAST FOOD RESTAURANTS,718,50.54279037,26.16649135,"26.16649135, 50.5427903699999"
DAIRY QUEEN,RESTAURANTS,FAST FOOD RESTAURANTS,1014,50.48749375,26.14837492,"26.1483749199999, 50.4874937499999"
ELEVATION BURGER,RESTAURANTS,FAST FOOD RESTAURANTS,943,50.5654616,26.10223678,"26.1022367799999, 50.5654615999999"
EZ BURGER,RESTAURANTS,FAST FOOD RESTAURANTS,224,50.62333136,26.26130317,"26.26130317, 50.62333136"
EZ BURGER,RESTAURANTS,FAST FOOD RESTAURANTS,923,50.56651735,26.13724784,"26.13724784, 50.5665173499999"
FARAH SANDWICHES,RESTAURANTS,FAST FOOD RESTAURANTS,915,50.55566801,26.13508266,"26.1350826599999, 50.5556680099999"
FELFELA RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,202,50.61841252,26.26131425,"26.26131425, 50.61841252"
FUDS EXPRESS GRILL,RESTAURANTS,FAST FOOD RESTAURANTS,428,50.53664697,26.23183738,"26.23183738, 50.53664697"
GRILL AND CHILL,RESTAURANTS,FAST FOOD RESTAURANTS,328,50.5781714,26.21277177,"26.21277177, 50.5781714"
HABARA FISH & SNACKS,RESTAURANTS,FAST FOOD RESTAURANTS,327,50.58792241,26.2136859,"26.2136859, 50.5879224099999"
HARDEE'S,RESTAURANTS,FAST FOOD RESTAURANTS,240,50.62705679,26.25426831,"26.25426831, 50.6270567899999"
HUNGRY BUNNY RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,740,50.52354814,26.16219975,"26.1621997499999, 50.52354814"
JANAHI KARAK,RESTAURANTS,FAST FOOD RESTAURANTS,216,50.61641722,26.24435665,"26.24435665, 50.61641722"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,113,50.65114063,26.23783969,"26.23783969, 50.65114063"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,202,50.61630992,26.26383168,"26.2638316799999, 50.6163099199999"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,240,50.62845197,26.25852005,"26.25852005, 50.62845197"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,314,50.56442027,26.22895212,"26.2289521199999, 50.5644202699999"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,346,50.55410741,26.23326694,"26.23326694, 50.55410741"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,366,50.54465051,26.19759218,"26.19759218, 50.5446505099999"
JASMIS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,718,50.5429311,26.16763675,"26.16763675, 50.5429310999999"
JINAN JUICE AND SNACKS,RESTAURANTS,FAST FOOD RESTAURANTS,205,50.61335767,26.26130515,"26.2613051499999, 50.6133576699999"
JOLLIBEE RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,318,50.59483316,26.23294218,"26.2329421799999, 50.59483316"
KENTUCKY FRIED CHICKEN (KFC),RESTAURANTS,FAST FOOD RESTAURANTS,205,50.6125914,26.26115628,"26.26115628, 50.6125913999999"
KENTUCKY FRIED CHICKEN (KFC),RESTAURANTS,FAST FOOD RESTAURANTS,410,50.53835513,26.22915175,"26.22915175, 50.5383551299999"
KENTUCKY FRIED CHICKEN (KFC),RESTAURANTS,FAST FOOD RESTAURANTS,428,50.53633214,26.23193718,"26.2319371799999, 50.5363321399999"
KENTUCKY FRIED CHICKEN (KFC),RESTAURANTS,FAST FOOD RESTAURANTS,913,50.55874683,26.13083376,"26.13083376, 50.5587468299999"
KUDU,RESTAURANTS,FAST FOOD RESTAURANTS,336,50.58651143,26.21194526,"26.21194526, 50.58651143"
KUDU,RESTAURANTS,FAST FOOD RESTAURANTS,428,50.53644576,26.23164561,"26.23164561, 50.5364457599999"
LATINO BURGERS,RESTAURANTS,FAST FOOD RESTAURANTS,553,50.45423227,26.21022228,"26.21022228, 50.4542322699999"
LONDONER BURGER RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,240,50.62667532,26.25351033,"26.25351033, 50.6266753199999"
MCDONALD'S,RESTAURANTS,FAST FOOD RESTAURANTS,240,50.62950128,26.25791579,"26.2579157899999, 50.6295012799999"
MCDONALD'S,RESTAURANTS,FAST FOOD RESTAURANTS,346,50.55383022,26.23309443,"26.23309443, 50.55383022"
MCDONALD'S,RESTAURANTS,FAST FOOD RESTAURANTS,428,50.53621311,26.23186584,"26.23186584, 50.5362131099999"
MCDONALD'S,RESTAURANTS,FAST FOOD RESTAURANTS,611,50.60127662,26.16917928,"26.16917928, 50.60127662"
MCDONALD'S,RESTAURANTS,FAST FOOD RESTAURANTS,1038,50.48882434,26.09310548,"26.0931054799999, 50.48882434"
NANDOS RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,341,50.6087026,26.21074093,"26.21074093, 50.6087026"
POLLO CAMPERO RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,240,50.62570481,26.25420631,"26.25420631, 50.62570481"
POLLO CAMPERO RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,320,50.5957708,26.23079172,"26.2307917199999, 50.5957707999999"
RAIHANA SANDWICHES,RESTAURANTS,FAST FOOD RESTAURANTS,216,50.61781713,26.2474105,"26.2474105, 50.6178171299999"
SAMIRAH GRAND BURGER,RESTAURANTS,FAST FOOD RESTAURANTS,205,50.61223551,26.25999265,"26.25999265, 50.6122355099999"
SPICY SOUSE SNACK BAR,RESTAURANTS,FAST FOOD RESTAURANTS,210,50.61779223,26.25522996,"26.25522996, 50.6177922299999"
TEST THE BEST SANDWICHES,RESTAURANTS,FAST FOOD RESTAURANTS,912,50.54360791,26.12874023,"26.1287402299999, 50.5436079099999"
THAI FOOD,RESTAURANTS,FAST FOOD RESTAURANTS,340,50.60832866,26.21096636,"26.21096636, 50.6083286599999"
THREE LINES RESTAURANT,RESTAURANTS,FAST FOOD RESTAURANTS,332,50.57622264,26.20935673,"26.20935673, 50.5762226399999"
CAVE DU ROI,RESTAURANTS,FRENCH RESTAURANTS,351,50.55326601,26.22958433,"26.22958433, 50.55326601"
ENGIE'S RESTAURANT & CAFÉ,RESTAURANTS,FRENCH RESTAURANTS,428,50.5479931,26.23422806,"26.23422806, 50.5479930999999"
LE VERSAILLES,RESTAURANTS,FRENCH RESTAURANTS,315,50.5737662,26.23436781,"26.2343678099999, 50.5737662"
LE VILLA RESTAURANT,RESTAURANTS,FRENCH RESTAURANTS,517,50.48399839,26.20489368,"26.20489368, 50.4839983899999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,210,50.6189795,26.25028776,"26.2502877599999, 50.6189795"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,346,50.55384539,26.23267891,"26.23267891, 50.5538453899999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,410,50.5380528,26.22893955,"26.22893955, 50.5380528"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,513,50.499504,26.20350656,"26.20350656, 50.4995039999999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,646,50.58713846,26.14124336,"26.14124336, 50.5871384599999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,718,50.54231768,26.16550797,"26.16550797, 50.5423176799999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,745,50.58016462,26.14261097,"26.14261097, 50.5801646199999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,810,50.54712324,26.17218565,"26.1721856499999, 50.5471232399999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,913,50.55896532,26.13092133,"26.13092133, 50.5589653199999"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,913,50.55881515,26.1308624,"26.1308624, 50.55881515"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,923,50.56724835,26.13711147,"26.13711147, 50.56724835"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,1046,50.50731582,26.06235204,"26.06235204, 50.50731582"
BASKIN ROBBINS,RESTAURANTS,ICE CREAM,1203,50.49692358,26.14234989,"26.1423498899999, 50.49692358"
DHIYAA ICE CREAM,RESTAURANTS,ICE CREAM,216,50.61594686,26.24412126,"26.24412126, 50.61594686"
DRI DRI GELATO ICE CREAM,RESTAURANTS,ICE CREAM,319,50.59324847,26.23614545,"26.2361454499999, 50.5932484699999"
MARBLE SLAB CREAMERY,RESTAURANTS,ICE CREAM,316,50.58187256,26.23883751,"26.23883751, 50.58187256"
WHITE MOUNTAIN ICE CREAM,RESTAURANTS,ICE CREAM,206,50.61685056,26.25749401,"26.2574940099999, 50.61685056"
YOGBERRY FROZEN YOGURT,RESTAURANTS,ICE CREAM,923,50.56733323,26.13705917,"26.13705917, 50.56733323"
CENTRAL RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,307,50.580492,26.22785785,"26.2278578499999, 50.580492"
CENTURY INTERNATIONAL RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,338,50.59156558,26.21517794,"26.21517794, 50.59156558"
COOPER CHIMNEY,RESTAURANTS,INDIAN RESTAURANTS,339,50.59757872,26.20232244,"26.20232244, 50.59757872"
CURRY COUNTRY RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,341,50.60930662,26.21072565,"26.21072565, 50.6093066199999"
CURRY TREE RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,113,50.65114033,26.23794003,"26.23794003, 50.6511403299999"
DALYAH RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,302,50.57453042,26.2299224,"26.2299224, 50.57453042"
KALPAKA,RESTAURANTS,INDIAN RESTAURANTS,320,50.59656016,26.23015976,"26.2301597599999, 50.59656016"
KORMA RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,307,50.58352249,26.22767028,"26.22767028, 50.58352249"
LANTERNS RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,999,50.6159734,25.84812679,"25.8481267899999, 50.6159734"
MAXIM RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,308,50.58283651,26.22733835,"26.22733835, 50.58283651"
MUMBAI SPICES RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,410,50.53797968,26.22894171,"26.22894171, 50.5379796799999"
PARIJATA RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,304,50.57761724,26.23156009,"26.2315600899999, 50.57761724"
RAJADHANI RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,321,50.59443764,26.22684759,"26.2268475899999, 50.59443764"
SAGAR RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,307,50.58365366,26.22770856,"26.22770856, 50.58365366"
SARAVANAA BHAVAN RESTAURANT,RESTAURANTS,INDIAN RESTAURANTS,309,50.58296265,26.22615079,"26.2261507899999, 50.5829626499999"
THE GREAT KABAB FACTORY,RESTAURANTS,INDIAN RESTAURANTS,518,50.49029274,26.22103839,"26.22103839, 50.49029274"
AL ABRAAJ RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,327,50.58770762,26.21423732,"26.2142373199999, 50.58770762"
AL ABRAAJ RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,351,50.55290369,26.22978388,"26.2297838799999, 50.55290369"
AL ABRAAJ RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,366,50.54471459,26.19745621,"26.1974562099999, 50.5447145899999"
AL ABRAAJ RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,428,50.54116896,26.23304284,"26.23304284, 50.54116896"
AL DALLAH,RESTAURANTS,INTERNATIONAL RESTAURANTS,308,50.58493453,26.22555643,"26.22555643, 50.5849345299999"
AL OSRA RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,203,50.61139656,26.26032203,"26.26032203, 50.61139656"
AL SUQAYYAH RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,328,50.5774891,26.21524357,"26.2152435699999, 50.5774891"
AL WAHA,RESTAURANTS,INTERNATIONAL RESTAURANTS,338,50.59540167,26.21550727,"26.21550727, 50.59540167"
ATAYEB RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,502,50.50417701,26.22032927,"26.22032927, 50.5041770099999"
BU ALI INTERNATIONAL RESTAURANTS COMPANY,RESTAURANTS,INTERNATIONAL RESTAURANTS,321,50.59606245,26.22744157,"26.22744157, 50.5960624499999"
GULF RUSSIAN RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,309,50.58458779,26.22206605,"26.2220660499999, 50.58458779"
HAYAT AL BAHRAIN RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,321,50.59592865,26.22551775,"26.22551775, 50.5959286499999"
LA MOSAIQUE,RESTAURANTS,INTERNATIONAL RESTAURANTS,317,50.59050628,26.24338157,"26.24338157, 50.59050628"
LAS TABBAS RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,321,50.594183,26.22531683,"26.22531683, 50.594183"
MASHAWI AL ABRAAJ,RESTAURANTS,INTERNATIONAL RESTAURANTS,341,50.60875197,26.21074029,"26.21074029, 50.60875197"
PAPILLON RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,308,50.58384665,26.22758991,"26.2275899099999, 50.5838466499999"
PARADISE CORNER,RESTAURANTS,INTERNATIONAL RESTAURANTS,905,50.56822274,26.11967899,"26.11967899, 50.56822274"
RENDEZVOUS,RESTAURANTS,INTERNATIONAL RESTAURANTS,928,50.52040374,26.13653787,"26.13653787, 50.5204037399999"
SHEZAN RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,318,50.59071814,26.23103013,"26.23103013, 50.59071814"
SUN AND SAND RESTAURANTS,RESTAURANTS,INTERNATIONAL RESTAURANTS,320,50.59605442,26.22810449,"26.22810449, 50.59605442"
TRADER VICS,RESTAURANTS,INTERNATIONAL RESTAURANTS,428,50.5385526,26.24371841,"26.24371841, 50.5385526"
UMRAH SERVICES,RESTAURANTS,INTERNATIONAL RESTAURANTS,434,50.5337766,26.23170592,"26.23170592, 50.5337766"
VISITOR COUNTRY RESTAURANT,RESTAURANTS,INTERNATIONAL RESTAURANTS,304,50.57466434,26.23146462,"26.23146462, 50.5746643399999"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,113,50.651148,26.23803322,"26.2380332199999, 50.6511479999999"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,240,50.62690943,26.25339051,"26.2533905099999, 50.6269094299999"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,242,50.63661104,26.25586271,"26.2558627099999, 50.6366110399999"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,316,50.58178162,26.23871183,"26.23871183, 50.58178162"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,324,50.60896916,26.21676846,"26.21676846, 50.60896916"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,373,50.56848644,26.20289565,"26.2028956499999, 50.56848644"
YUM YUM TREE,RESTAURANTS,INTERNATIONAL RESTAURANTS,745,50.57887892,26.14390445,"26.14390445, 50.57887892"
GOLESTAN RESTAURANT,RESTAURANTS,IRANIAN RESTAURANTS,316,50.58169018,26.2387259,"26.2387258999999, 50.58169018"
ISFAHANI RESTAURANT,RESTAURANTS,IRANIAN RESTAURANTS,341,50.60805946,26.21075547,"26.2107554699999, 50.60805946"
ISFAHANI RESTAURANT,RESTAURANTS,IRANIAN RESTAURANTS,1014,50.49012272,26.14610904,"26.1461090399999, 50.49012272"
TAHAT GAMSHEED,RESTAURANTS,IRANIAN RESTAURANTS,338,50.5956847,26.21533029,"26.21533029, 50.5956847"
TEHRAN GRILLS,RESTAURANTS,IRANIAN RESTAURANTS,412,50.53743543,26.22692258,"26.22692258, 50.53743543"
BICE RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,316,50.58169784,26.23880475,"26.23880475, 50.5816978399999"
LA PERGOLA,RESTAURANTS,ITALIAN RESTAURANTS,338,50.59567989,26.21530771,"26.21530771, 50.59567989"
LA TAVERNA,RESTAURANTS,ITALIAN RESTAURANTS,304,50.57310493,26.23190434,"26.23190434, 50.57310493"
LA TAVERNA SUL MARE RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,322,50.60026049,26.22879756,"26.22879756, 50.6002604899999"
MASSO RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,338,50.59594745,26.20770859,"26.2077085899999, 50.5959474499999"
MRS VANELLI'S RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,346,50.55438908,26.23231781,"26.23231781, 50.55438908"
MRS VANELLI'S RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,373,50.56831014,26.20282809,"26.20282809, 50.56831014"
MY KITCHEN RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,257,50.6638543,26.29918734,"26.29918734, 50.6638542999999"
NINO RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,428,50.54170487,26.23265137,"26.2326513699999, 50.5417048699999"
NINO RESTAURANT,RESTAURANTS,ITALIAN RESTAURANTS,942,50.55374871,26.10118642,"26.10118642, 50.55374871"
PASTA EXPRESS,RESTAURANTS,ITALIAN RESTAURANTS,814,50.56488543,26.16894746,"26.1689474599999, 50.5648854299999"
PASTARITO,RESTAURANTS,ITALIAN RESTAURANTS,999,50.61837193,25.82931981,"25.82931981, 50.61837193"
FUJI SUSHI BAR,RESTAURANTS,JAPANESE RESTAURANTS,317,50.58883136,26.23930207,"26.23930207, 50.58883136"
KOJO RESTARAUNT,RESTAURANTS,JAPANESE RESTAURANTS,718,50.54211756,26.16523163,"26.16523163, 50.54211756"
MONSOON RESTAURANT,RESTAURANTS,JAPANESE RESTAURANTS,338,50.59189874,26.21363796,"26.21363796, 50.5918987399999"
VENETO,RESTAURANTS,JAPANESE RESTAURANTS,611,50.60144367,26.169184,"26.1691839999999, 50.60144367"
AL BERDAOUNI RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,315,50.57436246,26.23448294,"26.2344829399999, 50.57436246"
AL FAYEZ RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,346,50.56525498,26.23583114,"26.2358311399999, 50.5652549799999"
AL JAWHARAH RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,907,50.57263498,26.11616508,"26.1161650799999, 50.5726349799999"
AL SAAFA GRILLS & RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,814,50.56111554,26.17193599,"26.17193599, 50.56111554"
AL SHOALAH RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,721,50.555417,26.176006,"26.1760059999999, 50.5554169999999"
CARLAS LEBANESE BISTRO,RESTAURANTS,LEBANESE RESTAURANTS,509,50.48598096,26.21731374,"26.21731374, 50.4859809599999"
GROPPI RESTAURANT & GRILL,RESTAURANTS,LEBANESE RESTAURANTS,701,50.54223461,26.18533289,"26.18533289, 50.54223461"
LEBANON RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,707,50.55777229,26.18633715,"26.18633715, 50.55777229"
LEBANON RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,721,50.55459297,26.17666034,"26.17666034, 50.55459297"
MOROOSH GRILLS,RESTAURANTS,LEBANESE RESTAURANTS,913,50.55866405,26.1308009,"26.1308009, 50.5586640499999"
RAYES RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,322,50.60045421,26.22855873,"26.22855873, 50.60045421"
TAYLOS RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,303,50.57047952,26.22925874,"26.2292587399999, 50.5704795199999"
YAMIN JANA RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,257,50.67187555,26.28642555,"26.28642555, 50.67187555"
ZAHLAWIYA RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,338,50.59077189,26.21479761,"26.21479761, 50.5907718899999"
ZAHLE RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,338,50.59567989,26.21530771,"26.21530771, 50.59567989"
ZAYT ZAYTOON RESTAURANT,RESTAURANTS,LEBANESE RESTAURANTS,720,50.54089215,26.16945458,"26.16945458, 50.5408921499999"
BURRITO LOCO MEXICAN GRILLE RESTAURANT,RESTAURANTS,MEXICAN RESTAURANTS,340,50.60928315,26.21091016,"26.21091016, 50.60928315"
JALAPENO CHARLIE'S RESTAURANT,RESTAURANTS,MEXICAN RESTAURANTS,575,50.48130511,26.17845759,"26.17845759, 50.48130511"
SENIOR PACOS,RESTAURANTS,MEXICAN RESTAURANTS,336,50.59146858,26.20795498,"26.20795498, 50.5914685799999"
ABU DHABI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,704,50.53465302,26.18611058,"26.18611058, 50.53465302"
ABU JUMʻA GRILL,RESTAURANTS,OTHER RESTAURANTS,203,50.61153617,26.26063813,"26.26063813, 50.61153617"
ABU SUBEH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,536,50.46965747,26.21533234,"26.21533234, 50.46965747"
AGHA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,321,50.5925657,26.22718393,"26.2271839299999, 50.5925657"
AHMADI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57567409,26.23282398,"26.2328239799999, 50.57567409"
AIN ABDAN GRILLS,RESTAURANTS,OTHER RESTAURANTS,608,50.61518629,26.16329531,"26.1632953099999, 50.6151862899999"
AJAITAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,810,50.54665499,26.17232789,"26.1723278899999, 50.54665499"
AL ʻAOZOOMAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.5747334,26.22638981,"26.22638981, 50.5747334"
AL AQEELAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,701,50.54337051,26.18490181,"26.18490181, 50.54337051"
AL BEDAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,914,50.55445689,26.12972829,"26.1297282899999, 50.5544568899999"
AL CARAWAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,606,50.611923,26.16454688,"26.16454688, 50.6119229999999"
AL ENSAF RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,252,50.64997012,26.27230979,"26.27230979, 50.6499701199999"
AL GHABRA RESTAURANTS,RESTAURANTS,OTHER RESTAURANTS,704,50.53294964,26.17903724,"26.17903724, 50.5329496399999"
AL HAMALAYA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,1203,50.49475168,26.14212768,"26.14212768, 50.49475168"
AL HANAA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,307,50.5842747,26.2278664,"26.2278664, 50.5842747"
AL HASEER RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,1048,50.50521991,26.0658064,"26.0658064, 50.50521991"
AL HASHEL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,905,50.56620751,26.12371604,"26.12371604, 50.5662075099999"
AL HAYAT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,307,50.58609597,26.22826985,"26.22826985, 50.58609597"
AL HEJAZ BEAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,318,50.59364144,26.23453663,"26.23453663, 50.5936414399999"
AL HUTAIM GRILLS,RESTAURANTS,OTHER RESTAURANTS,1048,50.50534933,26.06509321,"26.06509321, 50.50534933"
AL JAMARAT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.5726093,26.22814919,"26.22814919, 50.5726093"
AL KHALIDIYAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,928,50.5136599,26.12958489,"26.12958489, 50.5136599"
AL KHARTOM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,903,50.56732885,26.11887345,"26.1188734499999, 50.56732885"
AL MAADABA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,449,50.51767139,26.21683527,"26.21683527, 50.5176713899999"
AL MADHIF RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,1203,50.49720277,26.14253868,"26.14253868, 50.49720277"
AL MAHBOOB RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,305,50.58271514,26.23388793,"26.23388793, 50.5827151399999"
AL MANAZEL PROSTED,RESTAURANTS,OTHER RESTAURANTS,927,50.5748462,26.12629813,"26.1262981299999, 50.5748462"
AL MAREEKH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,606,50.61032637,26.16447395,"26.16447395, 50.61032637"
AL MASSAH RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,301,50.57879651,26.23073852,"26.2307385199999, 50.5787965099999"
AL MEMARI CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,318,50.59418068,26.23357521,"26.23357521, 50.59418068"
AL MUNASABAT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,211,50.6119663,26.25273572,"26.25273572, 50.6119662999999"
AL NAHAR RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,227,50.6074292,26.26740302,"26.26740302, 50.6074291999999"
AL NAJAF LIGHTING RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,235,50.63594965,26.28135844,"26.2813584399999, 50.63594965"
AL NAJAF SEA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,450,50.51580162,26.21808241,"26.21808241, 50.5158016199999"
AL RUQYAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,305,50.58086518,26.23242463,"26.23242463, 50.58086518"
AL SAFRAJEL RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,439,50.53251143,26.2028182,"26.2028181999999, 50.53251143"
AL SHAMADAN GRILLS,RESTAURANTS,OTHER RESTAURANTS,1218,50.50618906,26.10587998,"26.10587998, 50.5061890599999"
AL SHUAA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,414,50.53628998,26.22126712,"26.22126712, 50.5362899799999"
AL SOWAIFYA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,314,50.56581083,26.22829814,"26.22829814, 50.5658108299999"
AL TABREKAAT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,314,50.56576855,26.22867223,"26.22867223, 50.56576855"
AL WASIL GRILL PASTERIES,RESTAURANTS,OTHER RESTAURANTS,469,50.51083955,26.21817562,"26.21817562, 50.51083955"
AL WASMIYA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,304,50.57761557,26.23239487,"26.23239487, 50.5776155699999"
AL YAQOOT RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,309,50.58132892,26.22693681,"26.22693681, 50.5813289199999"
AL ZAFARAN RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57190535,26.22881915,"26.22881915, 50.57190535"
AL ZAWRAA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,604,50.6122443,26.16957265,"26.1695726499999, 50.6122443"
AL ZHRANIYA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57296865,26.22449504,"26.22449504, 50.57296865"
ALAHFFAD RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,308,50.58582047,26.22650881,"26.2265088099999, 50.58582047"
ALAMANA CAFETERIA,RESTAURANTS,OTHER RESTAURANTS,205,50.61277803,26.2603462,"26.2603462, 50.61277803"
ALBASMA RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,901,50.56596454,26.12160193,"26.12160193, 50.56596454"
ALJARADI RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57322895,26.22465706,"26.2246570599999, 50.57322895"
ALL IN ONE RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,203,50.61096051,26.2607135,"26.2607135, 50.6109605099999"
ALNASEEM RESTAURANT,RESTAURANTS,OTHER RESTAURANTS,302,50.57339296,26.22870693,"26.22870693, 50.57339296"
